state,coc,coc_num,coc_award_amount,rural_urban,total_beds,total_hmis_beds,hmis_bed_coverage_perc,es_sh_avg_days,es_sh_median_days,es_sh_th_avg_days,es_sh_th_median_days,num_exit_to_perm_housing_so,num_return_6_so,num_return_12_so,num_return_24_so,perc_return_6_so,perc_return_12_so,perc_return_24_so,num_exit_to_perm_housing_es,num_return_6_es,num_return_12_es,num_return_24_es,perc_return_6_es,perc_return_12_es,perc_return_24_es,num_exit_to_perm_housing_th,num_return_6_th,num_return_12_th,num_return_24_th,perc_return_6_th,perc_return_12_th,perc_return_24_th,num_exit_to_perm_housing_sh,num_return_6_sh,num_return_12_sh,num_return_24_sh,perc_return_6_sh,perc_return_12_sh,perc_return_24_sh,num_exit_to_perm_housing_ph,num_return_6_ph,num_return_12_ph,num_return_24_ph,perc_return_6_ph,perc_return_12_ph,perc_return_24_ph,num_exit_to_perm_housing_so_es_th_sh_ph,num_return_6_so_es_th_sh_ph,num_return_12_so_es_th_sh_ph,num_return_24_all,perc_return_6_all,perc_return_12_all,perc_return_24_all,,,,,,,,,,avg_pct_wage_inc,,,,,,,,total_num_exit_so,num_exit_so_to_temp,num_exit_so_to_perm,perc_successfully_exit_so,total_num_exit_es_th_sh_phrrh,num_exit_es_th_sh_phrrh_to_perm,perc_successfully_exit_es_th_sh_phrrh_to_perm,,,,,,,,,,,,,,,,,,
OH,"Canton, Massillon, Alliance/Stark County CoC",OH-508,"$3,128,202.00",Largely Suburban CoC,178,178,100%,53,44,53,44,0,0,0,0,NA,NA,NA,656,106,151,196,16%,23%,30%,73,6,11,11,8%,15%,15%,0,0,0,0,NA,NA,NA,294,16,27,52,5%,9%,18%,1023,128,189,259,13%,18%,25%,1199,308,25,8%,138,45%,159,52%,285,32,11%,54,19%,79,28%,782,920,132,11,52,48%,998,484,48%,623,585,94%,660,10,2%,0,0,NA,218,3,1%,224,1,0%,110,0,0%
OK,North Central Oklahoma CoC,OK-500,"$263,480.00",Largely Rural CoC,105,68,65%,28,17,46,21,0,0,0,0,NA,NA,NA,65,3,3,9,5%,5%,14%,29,0,2,4,0%,7%,14%,0,0,0,0,NA,NA,NA,25,0,0,0,0%,0%,0%,119,3,5,13,3%,4%,11%,549,6,0,0%,2,33%,2,33%,34,11,32%,3,9%,14,41%,456,504,0,0,0,NA,491,214,44%,9,9,100%,511,30,6%,60,5,8%,3,0,0%,77,2,3%,0,0,NA
OK,Tulsa City & County CoC,OK-501,"$3,150,860.00",Major City CoC,585,531,91%,47,9,59,11,21,0,1,4,0%,5%,19%,32,6,11,16,19%,34%,50%,60,8,10,13,13%,17%,22%,7,0,4,4,0%,57%,57%,420,38,64,88,9%,15%,21%,540,52,90,125,10%,17%,23%,5265,235,13,6%,109,46%,115,49%,103,6,6%,33,32%,39,38%,3460,3733,354,8,9,5%,4847,525,11%,313,298,95%,4849,4726,97%,173,69,40%,56,7,13%,466,23,5%,296,289,98%
OK,Oklahoma City CoC,OK-502,"$3,668,978.00",Major City CoC,1075,858,80%,174,75,218,95,24,0,2,7,0%,8%,29%,270,24,29,38,9%,11%,14%,22,1,2,4,5%,9%,18%,0,0,0,0,NA,NA,NA,421,11,20,31,3%,5%,7%,737,36,53,80,5%,7%,11%,1083,335,54,16%,67,20%,100,30%,151,24,16%,43,28%,63,42%,627,1127,23,2,14,70%,864,422,49%,536,499,93%,1198,825,69%,47,5,11%,158,15,9%,482,0,0%,3,2,67%
OK,Oklahoma Balance of State CoC,OK-503,"$578,604.00",Largely Rural CoC,104,12,12%,0,0,359,171,1,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,8,0,0,4,0%,0%,50%,0,0,0,0,NA,NA,NA,38,1,1,1,3%,3%,3%,47,1,1,5,2%,2%,11%,37,25,0,0%,3,12%,3,12%,31,4,13%,2,6%,5,16%,30,83,6,2,1,50%,62,36,58%,43,43,100%,0,0,NA,36,33,92%,25,0,0%,34,2,6%,12,2,17%
OK,Norman/Cleveland County CoC,OK-504,"$426,422.00",Largely Suburban CoC,102,90,88%,119,13,177,20,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,8,1,3,4,13%,38%,50%,9,1,3,4,11%,33%,44%,481,50,1,2%,6,12%,6,12%,39,7,18%,8,21%,14,36%,378,390,0,0,0,NA,308,22,7%,84,82,98%,843,834,99%,36,2,6%,23,0,0%,28,1,4%,0,0,NA
OK,Northeast Oklahoma CoC,OK-505,"$381,431.00",Largely Rural CoC,150,138,92%,70,15,70,15,4,0,0,0,0%,0%,0%,42,7,8,9,17%,19%,21%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,132,9,11,14,7%,8%,11%,178,16,19,23,9%,11%,13%,621,17,3,18%,6,35%,7,41%,136,72,53%,8,6%,79,58%,483,540,17,5,8,76%,609,216,35%,40,30,75%,593,0,0%,0,0,NA,116,0,0%,59,0,0%,18,0,0%
OK,Southwest Oklahoma Regional CoC,OK-506,"$122,534.00",Largely Rural CoC,158,108,68%,93,28,97,28,0,0,0,0,NA,NA,NA,10,0,2,6,0%,20%,60%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,10,0,2,6,0%,20%,60%,286,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,196,60,31%,8,8,100%,252,126,50%,0,0,NA,2,0,0%,0,0,NA,0,0,NA
OK,Southeastern Oklahoma Regional CoC,OK-507,"$135,511.00",Largely Rural CoC,241,44,18%,58,21,58,21,2,0,0,0,0%,0%,0%,36,0,1,2,0%,3%,6%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,206,0,1,6,0%,0%,3%,244,0,2,8,0%,1%,3%,303,5,2,40%,2,40%,2,40%,11,1,9%,0,0%,1,9%,280,615,0,0,0,NA,634,418,66%,43,40,93%,264,14,5%,0,0,NA,31,0,0%,416,39,9%,1,1,100%
OR,"Eugene, Springfield/Lane County CoC",OR-500,"$3,735,118.00",Other Largely Urban CoC,592,592,100%,45,32,133,43,31,8,10,12,26%,32%,39%,246,47,69,75,19%,28%,30%,54,4,6,7,7%,11%,13%,1,0,0,0,0%,0%,0%,330,13,22,28,4%,7%,8%,662,72,107,122,11%,16%,18%,3017,233,16,7%,86,37%,96,41%,113,21,19%,43,38%,58,51%,2013,2190,477,14,33,10%,2599,523,20%,688,643,93%,2281,1629,71%,124,2,2%,65,2,3%,440,19,4%,455,392,86%
OR,"Portland, Gresham/Multnomah County CoC",OR-501,"$25,584,408.00",Major City CoC,2140,1874,88%,99,45,129,65,54,8,10,13,15%,19%,24%,1037,205,267,335,20%,26%,32%,614,55,102,138,9%,17%,22%,0,0,0,0,NA,NA,NA,2980,186,384,701,6%,13%,24%,4685,454,763,1187,10%,16%,25%,6219,1405,99,7%,396,28%,461,33%,719,213,30%,133,18%,331,46%,3470,5739,282,18,147,59%,6221,3166,51%,4407,4244,96%,4227,2328,55%,834,123,15%,532,126,24%,3895,153,4%,118,43,36%
OR,"Medford, Ashland/Jackson County CoC",OR-502,"$248,461.00",Largely Suburban CoC,287,182,63%,66,49,179,100,70,1,2,4,1%,3%,6%,38,12,14,16,32%,37%,42%,96,2,8,16,2%,8%,17%,0,0,0,0,NA,NA,NA,417,30,40,53,7%,10%,13%,621,45,64,89,7%,10%,14%,621,8,0,0%,6,75%,6,75%,23,2,9%,9,39%,11,48%,395,743,148,13,19,22%,787,449,57%,222,199,90%,318,25,8%,177,12,7%,154,6,4%,361,19,5%,94,9,10%
OR,Central Oregon CoC,OR-503,"$668,408.00",Largely Rural CoC,361,220,61%,54,33,62,35,2,1,2,2,50%,100%,100%,259,41,62,78,16%,24%,30%,17,3,4,5,18%,24%,29%,0,0,0,0,NA,NA,NA,111,2,4,12,2%,4%,11%,389,47,72,97,12%,19%,25%,1276,23,0,0%,0,0%,0,0%,103,10,10%,5,5%,14,14%,948,1135,1448,9,9,1%,1148,353,31%,10,10,100%,1128,441,39%,66,5,8%,0,0,NA,266,75,28%,1643,89,5%
OR,"Salem/Marion, Polk Counties CoC",OR-504, $-   ,,1780,376,21%,20,3,45,5,0,0,0,0,NA,NA,NA,27,0,0,3,0%,0%,11%,1,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,112,6,7,8,5%,6%,7%,140,6,7,11,4%,5%,8%,1317,42,0,0%,11,26%,11,26%,58,5,9%,5,9%,9,16%,1280,1688,0,0,0,NA,1195,486,41%,147,133,90%,1133,996,88%,198,117,59%,62,4,6%,504,16,3%,0,0,NA
OR,Oregon Balance of State CoC,OR-505,"$3,343,537.00",Largely Rural CoC,1975,746,38%,26,5,78,9,32,11,12,12,34%,38%,38%,187,29,36,43,16%,19%,23%,202,8,14,16,4%,7%,8%,0,0,0,0,NA,NA,NA,1430,26,55,90,2%,4%,6%,1851,74,117,161,4%,6%,9%,1895,147,15,10%,38,26%,47,32%,195,51,26%,41,21%,87,45%,1508,3283,1016,106,16,12%,3473,1754,51%,284,279,98%,1345,41,3%,783,48,6%,96,2,2%,2315,2,0%,1038,0,0%
OR,"Hillsboro, Beaverton/Washington County CoC",OR-506,"$3,914,303.00",Largely Suburban CoC,208,208,100%,44,21,76,32,7,0,0,0,0%,0%,0%,199,14,15,22,7%,8%,11%,124,0,0,4,0%,0%,3%,1,0,0,0,0%,0%,0%,136,0,6,11,0%,4%,8%,467,14,21,37,3%,4%,8%,1391,209,15,7%,91,44%,97,46%,99,26,26%,32,32%,51,52%,1151,1251,596,33,44,13%,1234,409,33%,509,494,97%,1031,55,5%,142,3,2%,89,1,1%,221,5,2%,375,63,17%
OR,Clackamas County CoC,OR-507,"$2,503,318.00",Largely Suburban CoC,54,54,100%,15,3,28,4,0,0,0,0,NA,NA,NA,81,2,2,2,2%,2%,2%,64,0,0,2,0%,0%,3%,0,0,0,0,NA,NA,NA,117,0,2,12,0%,2%,10%,262,2,4,16,1%,2%,6%,1107,125,8,6%,38,30%,41,33%,104,19,18%,19,18%,34,33%,917,1236,0,0,0,NA,1275,258,20%,344,329,96%,40,0,0%,27,0,0%,54,8,15%,289,11,4%,0,0,NA
PA,Philadelphia CoC,PA-500,"$33,751,218.00",Major City CoC,4749,4045,85%,120,50,153,66,26,4,6,11,15%,23%,42%,1241,99,161,272,8%,13%,22%,870,34,50,111,4%,6%,13%,56,6,9,14,11%,16%,25%,866,35,52,105,4%,6%,12%,3059,178,278,513,6%,9%,17%,14064,2210,193,9%,916,41%,1037,47%,620,142,23%,247,40%,338,55%,8807,9402,2096,11,3,1%,10303,2672,26%,3982,3834,96%,11565,5215,45%,764,16,2%,559,15,3%,1374,14,1%,1697,1683,99%
PA,Harrisburg/Dauphin County CoC,PA-501,"$1,790,241.00",Largely Suburban CoC,334,202,60%,112,31,148,70,30,0,0,2,0%,0%,7%,36,2,4,4,6%,11%,11%,5,1,1,1,20%,20%,20%,172,1,3,7,1%,2%,4%,243,4,8,14,2%,3%,6%,486,8,16,28,2%,3%,6%,344,74,4,5%,8,11%,12,16%,40,5,13%,5,13%,10,25%,231,423,0,0,0,NA,365,175,48%,118,113,96%,579,157,27%,133,17,13%,28,2,7%,136,0,0%,69,0,0%
PA,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,"$5,161,013.00",Largely Suburban CoC,371,351,95%,96,56,100,59,0,0,0,0,NA,NA,NA,376,11,22,35,3%,6%,9%,27,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,240,5,16,27,2%,7%,11%,643,16,38,62,2%,6%,10%,1277,220,16,7%,121,55%,133,60%,188,25,13%,67,36%,84,45%,903,1046,55,31,15,84%,1268,666,53%,303,299,99%,1132,14,1%,61,2,3%,51,4,8%,422,9,2%,38,0,0%
PA,"Wilkes-Barre, Hazleton/Luzerne County CoC",PA-503,"$4,234,949.00",Largely Suburban CoC,170,170,100%,25,15,52,25,0,0,0,0,NA,NA,NA,514,69,105,136,13%,20%,26%,98,9,11,16,9%,11%,16%,0,0,0,0,NA,NA,NA,239,19,26,32,8%,11%,13%,851,97,142,184,11%,17%,22%,1105,128,15,12%,41,32%,54,42%,151,48,32%,28,19%,72,48%,787,895,68,24,28,76%,975,566,58%,352,344,98%,918,31,3%,164,0,0%,73,0,0%,268,0,0%,0,0,NA
PA,"Lower Merion, Norristown, Abington/Montgomery County CoC",PA-504,"$3,325,998.00",Largely Suburban CoC,206,193,94%,106,90,135,94,29,4,5,7,14%,17%,24%,327,27,66,103,8%,20%,31%,38,1,9,10,3%,24%,26%,0,0,0,0,NA,NA,NA,276,25,46,73,9%,17%,26%,670,57,126,193,9%,19%,29%,605,116,6,5%,28,24%,34,29%,41,7,17%,12,29%,17,41%,341,491,1080,428,179,56%,634,387,61%,227,211,93%,443,65,15%,21,0,0%,41,5,12%,430,20,5%,763,339,44%
PA,Chester County CoC,PA-505,"$1,686,204.00",Largely Suburban CoC,469,422,90%,99,71,155,108,0,0,0,0,NA,NA,NA,368,67,77,95,18%,21%,26%,285,37,55,80,13%,19%,28%,0,0,0,0,NA,NA,NA,129,3,7,10,2%,5%,8%,782,107,139,185,14%,18%,24%,1259,95,8,8%,43,45%,46,48%,101,30,30%,25,25%,43,43%,744,888,0,0,0,NA,995,624,63%,233,233,100%,553,79,14%,406,42,10%,52,2,4%,294,2,1%,0,0,NA
PA,Reading/Berks County CoC,PA-506,"$3,156,551.00",Largely Suburban CoC,440,440,100%,115,35,170,61,5,2,2,2,40%,40%,40%,357,25,43,76,7%,12%,21%,219,22,36,45,10%,16%,21%,267,6,26,34,2%,10%,13%,848,55,107,157,6%,13%,19%,1696,110,214,314,6%,13%,19%,1465,28,5,18%,9,32%,11,39%,43,7,16%,7,16%,13,30%,1004,1263,33,3,15,55%,1494,569,38%,300,285,95%,1135,832,73%,369,12,3%,308,0,0%,308,0,0%,25,4,16%
PA,Scranton/Lackawanna County CoC,PA-508,"$2,887,145.00",Largely Suburban CoC,122,122,100%,34,14,75,20,9,3,3,3,33%,33%,33%,141,7,18,26,5%,13%,18%,73,0,0,5,0%,0%,7%,3,1,1,1,33%,33%,33%,42,0,2,5,0%,5%,12%,268,11,24,40,4%,9%,15%,783,83,17,20%,26,31%,40,48%,72,26,36%,13,18%,35,49%,550,606,18,0,15,83%,711,415,58%,178,173,97%,584,318,54%,71,3,4%,39,0,0%,103,1,1%,5,0,0%
PA,Eastern Pennsylvania CoC,PA-509,"$14,065,097.00",Largely Rural CoC,1447,944,65%,65,39,92,49,48,1,3,8,2%,6%,17%,1226,75,112,163,6%,9%,13%,411,6,12,24,1%,3%,6%,0,0,0,0,NA,NA,NA,1148,15,22,48,1%,2%,4%,2833,97,149,243,3%,5%,9%,3910,512,68,13%,220,43%,269,53%,510,170,33%,141,28%,277,54%,2951,4194,348,76,119,56%,4239,2639,62%,1066,1025,96%,2755,565,21%,597,84,14%,243,7,3%,1846,140,8%,198,25,13%
PA,Lancaster City & County CoC,PA-510,"$2,321,243.00",Largely Suburban CoC,336,336,100%,67,26,108,31,19,2,5,7,11%,26%,37%,141,33,40,50,23%,28%,35%,79,8,10,14,10%,13%,18%,0,0,0,0,NA,NA,NA,363,64,78,116,18%,21%,32%,602,107,133,187,18%,22%,31%,1143,124,18,15%,37,30%,49,40%,272,46,17%,47,17%,84,31%,707,797,31,6,22,90%,413,315,76%,136,131,96%,1309,184,14%,154,0,0%,15,1,7%,496,59,12%,27,0,0%
PA,"Bristol, Bensalem/Bucks County CoC",PA-511,"$1,236,684.00",Largely Suburban CoC,275,270,98%,63,47,188,78,23,3,3,6,13%,13%,26%,113,3,10,14,3%,9%,12%,134,2,2,3,1%,1%,2%,0,0,0,0,NA,NA,NA,104,1,2,9,1%,2%,9%,374,9,17,32,2%,5%,9%,895,47,6,13%,4,9%,10,21%,70,24,34%,13,19%,31,44%,492,709,40,8,19,68%,705,363,51%,118,110,93%,559,100,18%,145,1,1%,27,1,4%,345,13,4%,32,5,16%
PA,York City & County CoC,PA-512,"$1,727,758.00",Largely Suburban CoC,291,291,100%,42,26,62,28,0,0,0,0,NA,NA,NA,442,11,34,92,2%,8%,21%,35,4,8,11,11%,23%,31%,0,0,0,0,NA,NA,NA,97,3,4,6,3%,4%,6%,574,18,46,109,3%,8%,19%,1531,54,3,6%,28,52%,28,52%,182,68,37%,11,6%,74,41%,1157,1347,0,0,0,NA,1467,641,44%,172,168,98%,1464,341,23%,83,0,0%,43,0,0%,545,0,0%,0,0,NA
PA,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",PA-600,"$20,784,347.00",Largely Suburban CoC,568,568,100%,61,28,85,34,71,3,5,5,4%,7%,7%,984,36,67,83,4%,7%,8%,376,13,15,21,3%,4%,6%,7,0,0,1,0%,0%,14%,649,12,15,18,2%,2%,3%,2087,64,102,128,3%,5%,6%,3259,573,49,9%,227,40%,276,48%,269,73,27%,79,29%,138,51%,2398,3185,958,69,207,29%,3329,1852,56%,2308,2236,97%,2622,877,33%,214,16,7%,517,7,1%,520,10,2%,657,390,59%
PA,Western Pennsylvania CoC,PA-601,"$11,021,412.00",Largely Rural CoC,782,390,50%,45,30,79,37,0,0,0,0,NA,NA,NA,685,46,74,114,7%,11%,17%,213,10,12,21,5%,6%,10%,47,4,5,5,9%,11%,11%,783,12,29,51,2%,4%,7%,1728,72,120,191,4%,7%,11%,1609,465,80,17%,141,30%,199,43%,393,104,26%,121,31%,209,53%,1178,2144,58,11,26,64%,1957,1380,71%,1043,1008,97%,1193,146,12%,179,13,7%,228,4,2%,948,34,4%,33,4,12%
PA,Beaver County CoC,PA-603,"$1,859,523.00",Largely Suburban CoC,120,120,100%,76,26,99,30,0,0,0,0,NA,NA,NA,95,12,17,24,13%,18%,25%,19,1,1,1,5%,5%,5%,0,0,0,0,NA,NA,NA,291,15,27,37,5%,9%,13%,405,28,45,62,7%,11%,15%,565,61,12,20%,22,36%,34,56%,65,13,20%,10,15%,23,35%,411,829,0,0,0,NA,775,339,44%,223,213,96%,443,44,10%,33,2,6%,61,2,3%,406,73,18%,0,0,NA
PA,Erie City & County CoC,PA-605,"$2,304,738.00",Largely Suburban CoC,332,332,100%,51,35,75,45,18,3,3,5,17%,17%,28%,388,37,68,97,10%,18%,25%,132,6,8,23,5%,6%,17%,0,0,0,0,NA,NA,NA,298,13,35,51,4%,12%,17%,836,59,114,176,7%,14%,21%,1672,177,33,19%,30,17%,40,23%,116,17,15%,21,18%,35,30%,1109,1306,2,0,1,50%,1549,719,46%,476,446,94%,1324,149,11%,178,0,0%,114,18,16%,522,0,0%,3,0,0%
PR,Puerto Rico Balance of Commonwealth CoC,PR-502,"$13,528,049.00",Largely Suburban CoC,400,400,100%,161,46,329,117,168,8,16,27,5%,10%,16%,166,33,42,50,20%,25%,30%,406,52,71,95,13%,17%,23%,2,0,0,0,0%,0%,0%,299,10,18,28,3%,6%,9%,1041,103,147,200,10%,14%,19%,1206,732,90,12%,141,19%,214,29%,551,66,12%,104,19%,157,28%,673,1036,1160,352,134,42%,1022,494,48%,1480,1432,97%,651,3,0%,393,0,0%,239,0,0%,307,1,0%,533,16,3%
PR,South-Southeast Puerto Rico CoC,PR-503,"$6,874,505.00",Largely Suburban CoC,266,266,100%,142,67,141,73,158,2,2,15,1%,1%,9%,296,46,64,78,16%,22%,26%,102,16,22,28,16%,22%,27%,2,0,0,0,0%,0%,0%,252,7,11,12,3%,4%,5%,810,71,99,133,9%,12%,16%,623,236,28,12%,13,6%,40,17%,148,24,16%,20,14%,41,28%,388,682,424,85,216,71%,697,504,72%,563,527,94%,433,16,4%,103,0,0%,157,6,4%,312,2,1%,421,30,7%
RI,Rhode Island Statewide CoC,RI-500,"$7,664,476.00",Largely Suburban CoC,778,676,87%,120,71,149,86,119,23,39,49,19%,33%,41%,927,133,217,294,14%,23%,32%,219,15,18,31,7%,8%,14%,0,0,0,0,NA,NA,NA,689,27,63,103,4%,9%,15%,1954,198,337,477,10%,17%,24%,2760,453,38,8%,132,29%,160,35%,264,18,7%,92,35%,105,40%,682,950,1175,315,166,41%,2188,1087,50%,1732,1670,96%,1956,54,3%,210,36,17%,387,13,3%,548,1,0%,1183,528,45%
SC,Charleston/Low Country CoC,SC-500,"$2,041,163.00",Largely Suburban CoC,276,255,92%,62,41,79,55,5,0,1,1,0%,20%,20%,259,28,40,50,11%,15%,19%,138,13,19,32,9%,14%,23%,25,0,4,6,0%,16%,24%,148,10,11,13,7%,7%,9%,575,51,75,102,9%,13%,18%,1280,79,4,5%,20,25%,21,27%,35,2,6%,7,20%,9,26%,885,987,165,40,41,49%,1142,538,47%,90,89,99%,819,393,48%,368,67,18%,17,1,6%,415,17,4%,181,48,27%
SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,"$3,179,446.00",Largely Suburban CoC,939,341,36%,114,54,122,59,12,1,2,4,8%,17%,33%,262,21,25,30,8%,10%,11%,98,4,6,11,4%,6%,11%,1,0,0,0,0%,0%,0%,299,3,16,30,1%,5%,10%,672,29,49,75,4%,7%,11%,1185,144,7,5%,69,48%,75,52%,107,7,7%,29,27%,35,33%,859,1107,194,101,27,66%,1105,538,49%,253,248,98%,895,0,0%,89,0,0%,59,0,0%,317,0,0%,218,0,0%
SC,Columbia/Midlands CoC,SC-502,"$3,266,455.00",Largely Suburban CoC,948,808,85%,61,31,84,39,21,3,4,8,14%,19%,38%,660,135,179,217,20%,27%,33%,346,49,71,95,14%,21%,27%,0,0,0,0,NA,NA,NA,352,21,35,52,6%,10%,15%,1379,208,289,372,15%,21%,27%,3450,214,12,6%,95,44%,102,48%,122,15,12%,27,22%,42,34%,2180,2313,210,29,58,41%,2787,865,31%,724,711,98%,2726,946,35%,433,37,9%,133,11,8%,255,1,0%,142,79,56%
SC,"Myrtle Beach, Sumter City & County CoC",SC-503,"$2,399,428.00",Largely Rural CoC,474,438,92%,73,22,85,25,14,1,3,7,7%,21%,50%,450,28,45,71,6%,10%,16%,40,4,11,13,10%,28%,33%,0,0,0,0,NA,NA,NA,450,11,30,36,2%,7%,8%,954,44,89,127,5%,9%,13%,1789,70,3,4%,9,13%,11,16%,143,26,18%,18,13%,42,29%,1336,1846,155,25,40,42%,1866,829,44%,502,474,94%,1430,732,51%,102,3,3%,118,10,8%,402,6,1%,168,45,27%
SD,South Dakota Statewide CoC,SD-500,"$1,402,574.00",Largely Rural CoC,627,142,23%,38,18,38,18,9,0,0,0,0%,0%,0%,387,46,58,101,12%,15%,26%,7,1,1,1,14%,14%,14%,0,0,0,0,NA,NA,NA,230,10,17,20,4%,7%,9%,633,57,76,122,9%,12%,19%,2037,82,4,5%,42,51%,44,54%,155,30,19%,20,13%,42,27%,1383,1743,2,1,1,100%,2280,996,44%,251,231,92%,1913,14,1%,10,2,20%,79,6,8%,559,8,1%,2,0,0%
TN,Chattanooga/Southeast Tennessee CoC,TN-500,"$2,615,953.00",Largely Rural CoC,201,193,96%,50,34,66,37,17,1,4,5,6%,24%,29%,268,25,41,59,9%,15%,22%,28,0,1,2,0%,4%,7%,0,0,0,0,NA,NA,NA,252,4,9,21,2%,4%,8%,565,30,55,87,5%,10%,15%,2041,292,18,6%,113,39%,122,42%,140,12,9%,46,33%,55,39%,1539,1708,231,1,43,19%,1942,490,25%,627,611,97%,2345,1647,70%,48,21,44%,172,0,0%,181,0,0%,0,0,NA
TN,Memphis/Shelby County CoC,TN-501,"$6,916,270.00",Major City CoC,1308,1228,94%,54,13,106,17,0,0,0,0,NA,NA,NA,749,82,130,218,11%,17%,29%,342,49,62,87,14%,18%,25%,0,0,0,0,NA,NA,NA,1067,37,80,158,3%,7%,15%,2158,168,272,463,8%,13%,21%,3181,281,22,8%,91,32%,102,36%,530,53,10%,45,8%,92,17%,2039,2919,155,7,147,99%,3124,1702,54%,995,934,94%,2662,71,3%,342,17,5%,450,1,0%,1379,13,1%,136,15,11%
TN,Knoxville/Knox County CoC,TN-502,"$1,379,782.00",Largely Suburban CoC,605,605,100%,52,20,77,31,107,3,9,13,3%,8%,12%,237,30,31,39,13%,13%,16%,260,64,81,97,25%,31%,37%,0,0,0,0,NA,NA,NA,536,20,38,58,4%,7%,11%,1140,117,159,207,10%,14%,18%,2933,122,9,7%,61,50%,66,54%,430,48,11%,33,8%,78,18%,2682,3281,1009,104,121,22%,1136,880,77%,375,328,87%,222,10,5%,386,32,8%,83,25,30%,834,28,3%,206,26,13%
TN,Central Tennessee CoC,TN-503,"$1,931,293.00",Largely Rural CoC,204,178,87%,27,16,74,32,0,0,0,0,NA,NA,NA,106,10,13,20,9%,12%,19%,125,4,8,12,3%,6%,10%,0,0,0,0,NA,NA,NA,83,6,9,15,7%,11%,18%,314,20,30,47,6%,10%,15%,1245,27,0,0%,5,19%,5,19%,306,70,23%,14,5%,83,27%,916,1040,0,0,0,NA,1188,571,48%,83,71,86%,843,134,16%,138,1,1%,118,5,4%,48,1,2%,0,0,NA
TN,Nashville-Davidson County CoC,TN-504,"$3,925,354.00",Major City CoC,1430,270,19%,73,42,161,106,59,4,8,12,7%,14%,20%,192,43,70,83,22%,36%,43%,449,40,63,87,9%,14%,19%,0,0,0,0,NA,NA,NA,390,14,21,38,4%,5%,10%,1090,101,162,220,9%,15%,20%,1120,356,55,15%,161,45%,183,51%,306,97,32%,61,20%,140,46%,702,1185,419,61,45,25%,933,611,65%,1705,1536,90%,231,10,4%,567,55,10%,339,148,44%,899,60,7%,473,259,55%
TN,Upper Cumberland CoC,TN-506,"$761,972.00",Largely Rural CoC,210,134,64%,31,7,31,7,33,1,1,3,3%,3%,9%,44,3,4,4,7%,9%,9%,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,329,3,7,11,1%,2%,3%,406,7,12,18,2%,3%,4%,460,39,3,8%,21,54%,20,51%,44,3,7%,5,11%,8,18%,435,762,43,1,4,12%,712,176,25%,93,85,91%,436,403,92%,0,0,NA,62,3,5%,317,105,33%,37,30,81%
TN,Jackson/West Tennessee CoC,TN-507,"$1,674,735.00",Largely Rural CoC,56,56,100%,30,22,77,37,46,2,3,3,4%,7%,7%,87,1,1,2,1%,1%,2%,60,0,2,2,0%,3%,3%,0,0,0,0,NA,NA,NA,303,9,21,26,3%,7%,9%,496,12,27,33,2%,5%,7%,263,100,10,10%,51,51%,58,58%,114,23,20%,34,30%,55,48%,291,547,157,40,74,73%,288,275,95%,358,351,98%,222,0,0%,115,0,0%,135,0,0%,204,0,0%,175,47,27%
TN,Appalachian Regional CoC,TN-509,"$1,631,358.00",Largely Rural CoC,388,160,41%,24,7,40,8,0,0,0,0,NA,NA,NA,200,19,29,35,10%,15%,18%,31,2,2,7,6%,6%,23%,0,0,0,0,NA,NA,NA,216,9,19,31,4%,9%,14%,447,30,50,73,7%,11%,16%,1163,112,8,7%,47,42%,55,49%,32,2,6%,3,9%,5,16%,765,1216,0,0,0,NA,1314,460,35%,231,218,94%,1081,18,2%,37,0,0%,24,0,0%,422,27,6%,0,0,NA
TN,Murfreesboro/Rutherford County CoC,TN-510,"$656,875.00",Largely Suburban CoC,178,66,37%,42,1,57,1,7,1,1,1,14%,14%,14%,4,0,0,0,0%,0%,0%,3,0,0,0,0%,0%,0%,0,0,0,0,NA,NA,NA,147,10,10,10,7%,7%,7%,161,11,11,11,7%,7%,7%,453,186,9,5%,31,17%,33,18%,482,19,4%,10,2%,23,5%,299,475,11,0,0,0%,480,116,24%,39,31,79%,390,33,8%,34,6,18%,14,5,36%,72,4,6%,11,11,100%
